search URL:,https://patents.google.com/?q=%28%22livestock+waste%22+OR+manure+OR+%22animal+waste%22+OR+%22poultry+litter%22+OR+%22swine+manure%22%29+AND+%28processing+OR+treatment+OR+recycling+OR+utilization%29&oq=%28%22livestock+waste%22+OR+manure+OR+%22animal+waste%22+OR+%22poultry+litter%22+OR+%22swine+manure%22%29+AND+%28processing+OR+treatment+OR+recycling+OR+utilization%29
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
JP-2004084289-A,Water tank structure ,"Dokoo:Kk, 株式会社ドコー, Koichi Furusawa, 古澤　浩一","Koichi Furusawa, 古澤　浩一",2002-08-27,2002-08-27,2004-03-18,,https://patents.google.com/patent/JP2004084289A/en,https://patentimages.storage.googleapis.com/64/ee/4e/32c779651e9372/2004084289-8.png
JP-2001503363-A,Slow release iron humate soluble in citrate ,ザ・ヴィゴロ・コーポレーション,ムーア，ウィリアム・ピー,1993-12-14,1994-12-14,2001-03-13,,https://patents.google.com/patent/JP2001503363A/en,
CA-2280264-A1,"2,4-diamino-1,3,5-triazines, their preparation and their use of thereof as herbicides and plant growth regulators ","Hoechst Schering Agrevo Gmbh, Jurgen Zindel, Jens Hollander, Klemens Minn, Lothar Willms, Hermann Bieringer, Christopher Rosinger","Jurgen Zindel, Jens Hollander, Klemens Minn, Lothar Willms, Hermann Bieringer, Christopher Rosinger",1997-02-10,1998-01-20,1998-08-13,,https://patents.google.com/patent/CA2280264A1/en,
DE-3833039-C2,Patent DE3833039C2 ,Werner 7000 Stuttgart De Maier,Werner 7000 Stuttgart De Maier,1988-09-29,1988-09-29,1992-11-26,1992-11-26,https://patents.google.com/patent/DE3833039C2/en,
US-2003092583-A1,In situ stablization of persistent hydrophobic organic contaminants in sediments using coal-and wood derived carbon sorbents ,"Luthy Richard G., Upal Ghosh","Richard Luthy, Upal Ghosh",2001-11-13,2002-10-16,2003-05-15,,https://patents.google.com/patent/US20030092583A1/en,https://patentimages.storage.googleapis.com/39/39/cb/75feac1bcd513a/US20030092583A1-20030515-D00001.png
DE-2941785-C2,Laminates and processes for their manufacture ,"Technochemie Gmbh, Verfahrenstechnik, 6901 Dossenheim",Horst Dr.-techn. 6905 Schriesheim Stenzenberger,1979-10-16,1979-10-16,1991-07-04,1991-07-04,https://patents.google.com/patent/DE2941785C2/en,
DE-2164417-A1,Truss and manufacturing process ,"Woodco Ltd., Glen Ellyn, IU. (V.StA.)",Gordon G. Glen Ellyn; McCabe James L. Wheaton; IU. Wood (V.StA.). P E04c 3-26,1970-12-21,1971-12-21,1972-07-06,,https://patents.google.com/patent/DE2164417A1/en,
DE-2363655-C3,Vulcanizable rubber compound ,"Bridgestone Tire Co. Ltd., Tokio","Takashi Fujimura, Gaku Fujisawa Ibuki, Mikihiko Musashino Ikegami, Iichi Akigawa Inomata, Kazuo Mori, Yukihisa Kodaira Takeda",1972-12-21,1973-12-20,1978-07-13,1978-07-13,https://patents.google.com/patent/DE2363655C3/en,
DE-1532265-B1,Device for loading cigarette storage hoppers from trays ,Alfred Schmermund,Alfred Schmermund,1964-08-19,1965-08-07,1970-05-27,,https://patents.google.com/patent/DE1532265B1/en,
DE-1928745-B2,AUTOMATIC WELDING PROCESS AND WELDING RIG TO PERFORM THIS PROCESS ,"Nippon Steel Corp., Tokio",Yoshio Tokio; Fujita Haruo Kawasaki Kanagawa; Tsunetomi Eiichi Tokio; Okada Kan; Kude Satoshi; Funabashi; Hiyama (Japan),1968-06-07,1969-06-06,1972-05-10,,https://patents.google.com/patent/DE1928745B2/en,
DE-2242998-C2,Process and system for generating cold with an incorporated cascade circuit and a pre-cooling circuit ,Heinrich 8100 Garmischpartenkirchen Krieger,Heinrich 8100 Garmischpartenkirchen Krieger,1972-09-01,1972-09-01,1974-10-24,1974-10-24,https://patents.google.com/patent/DE2242998C2/en,
DE-4142103-A1,DEVICE FOR PRODUCING THIN LAYERS ,Mitsubishi Electric Corp,"Hiroki Ito, Naoyuki Kajita",1990-12-19,1991-12-19,1992-07-02,,https://patents.google.com/patent/DE4142103A1/en,
BR-0007799-A,Process and installation for the chemical purification of steam in a dehydrator with mechanical steam compression ,Sirven,Jacques Bourdel,1999-01-28,2000-01-25,2002-02-05,,https://patents.google.com/patent/BR0007799A/en,
DE-1171741-B,Photographic image material that is protected by an abrasion-resistant protective coating ,Eastman Kodak Co,James William Henry,1962-10-23,1963-10-22,1964-06-04,,https://patents.google.com/patent/DE1171741B/en,
DE-2138490-C2,"Ironing press, especially for jackets or the like ","Hoffman Rheem Maschinen Gmbh, 5000 Koeln",Wilhelm 5206 Neukirchen Engelbart,1971-07-31,1971-07-31,1973-09-20,1973-09-20,https://patents.google.com/patent/DE2138490C2/en,
EP-1251990-A1,Cable saw ,Hydrostress Ag,Hans Bieri,2000-01-31,2001-01-29,2002-10-30,,https://patents.google.com/patent/EP1251990A1/en,
CH-652226-A5,SPEED CONTROL ARRANGEMENT. ,Papst Motoren Kg,"Heinrich Cap, Der Heide Johann Von, Rolf Dr Mueller",1980-04-16,1980-04-16,1985-10-31,,https://patents.google.com/patent/CH652226A5/en,
JP-S59184230-A,Reaction of carbonylhydrazine and organic peroxide for foaming unsaturated polyester resin ,ペンウオルト・コ−ポレ−シヨン,ア−ネスト・ルドルフ・カ−メンス,1983-03-28,1984-03-27,1984-10-19,,https://patents.google.com/patent/JPS59184230A/en,
DE-2203474-B1,Pull-off device for strand-shaped goods ,Felten & Guilleaume Kabelwerk,"Peter Asselborn, Werner Cramer, Guenter Schmitz",1972-01-26,1972-01-26,1973-05-17,,https://patents.google.com/patent/DE2203474B1/en,
DE-3336099-A1,FIREPROOF BALL VALVE ,"Whitey Co., 44143 Highland Heights, Ohio","Timothy James 44224 Stow Ohio Francis, Ulrich Hubert 44022 Chagrin Falls Ohio Koch, Peter Charles 44121 Cleveland Heights Ohio Williams",1982-10-14,1983-09-30,1984-04-19,,https://patents.google.com/patent/DE3336099A1/en,
US-2266320-A,Antifriction bearing ,United Aircraft Corp,Leonard S Hobbs,1938-08-02,1938-08-02,1941-12-16,1941-12-16,https://patents.google.com/patent/US2266320A/en,https://patentimages.storage.googleapis.com/79/b3/f0/d95027f632bce4/US2266320-drawings-page-1.png
US-2465488-A,Rotary trash chopper ,"Sears Charlotte Ruby Smith, Richard W Sears","Sears Charlotte Ruby Smith, Richard W Sears",1944-03-23,1944-03-23,1949-03-29,1949-03-29,https://patents.google.com/patent/US2465488A/en,https://patentimages.storage.googleapis.com/d4/33/02/ed7cb801232bac/US2465488-drawings-page-1.png
DE-19652547-C2,"Memory cell arrangement with a trench structure and a gate dielectric, which contains a material with charge carrier adhesion points, and method for the production thereof ",Infineon Technologies Ag,"Franz Hofmann, Josef Willeer, Hans Reisinger, Paul Werner V Basse, Wolfgang Krautschneider",1996-12-17,1996-12-17,2002-04-25,2002-04-25,https://patents.google.com/patent/DE19652547C2/en,
DE-10019152-A1,Control system with model-based safety monitoring of an electronically controlled actuator in a motor vehicle ,Bosch Gmbh Robert,"Wolfgang Kraemer, Mathias Hommel",1999-05-19,2000-04-18,2000-12-21,,https://patents.google.com/patent/DE10019152A1/en,
DE-2135159-C3,"Melting, casting and crystallization system for operation under vacuum or protective gas ","Leybold-Heraeus Gmbh & Co Kg, 5000 Koeln","Christian Dipl.-Ing. 6451 Rossdorf Doenecke, Karl 6454 Grossauheim Jericho",1971-07-14,1971-07-14,1975-11-13,1975-11-13,https://patents.google.com/patent/DE2135159C3/en,
DE-4446976-A1,Solid pyrotechnic compositions with thermoplastic binder and plasticizer based on silylferrocene-polybutadiene ,Poudres & Explosifs Ste Nale,"Bernard Finck, Alain Lefumeux, Christian Perotto",1993-12-29,1994-12-28,1995-07-06,,https://patents.google.com/patent/DE4446976A1/en,
US-6176319-B1,Equine power pick ,Douglas G. Ehrmann,Douglas G. Ehrmann,1999-02-23,1999-02-23,2001-01-23,2001-01-23,https://patents.google.com/patent/US6176319B1/en,https://patentimages.storage.googleapis.com/64/58/09/ef358c39d72618/US6176319-drawings-page-2.png
EP-0869304-B1,Thermoplastic pipe ,REHAU AG + Co,"Christof Baumgärtel, Manfred Bröcker",1996-12-24,1998-03-13,2002-06-05,2002-06-05,https://patents.google.com/patent/EP0869304B1/en,
CA-1211992-A,Apparatus for the combined planting of seed and application of fertilizer ,Aimee J. Stauch,Aimee J. Stauch,1985-03-28,1985-03-28,1986-09-30,1986-09-30,https://patents.google.com/patent/CA1211992A/en,
JP-4064214-B2,Asphalt single with anti-algae properties ,田島ルーフィング株式会社,"常雄 田島, 和男 須賀, 正 伊藤, 秀範 水木",2002-11-15,2002-11-15,2008-03-19,2008-03-19,https://patents.google.com/patent/JP4064214B2/en,https://patentimages.storage.googleapis.com/88/50/50/2913e33d65df63/0004064214-2.png
EP-0625531-B1,Process for preparing polypeptides ,Rohm And Haas Company,"Newman Mayer Bortnick, James Michael Lipovsky, Ethan Scott Simon, Robert Edward Jerman, Yi Hyon Paik, Graham Swift",1993-05-21,1994-05-10,1998-03-04,1998-03-04,https://patents.google.com/patent/EP0625531B1/en,
EP-1399022-B1,Herbicidal agents containing benzoylpyrazoles and safeners ,Bayer CropScience AG,"Frank Ziemer, Andreas Van Almsick, Arnim Köhn, Lothar Willms, Hans-Joachim Zeiss, Hermann Bieringer, Erwin Hacker",2001-06-06,2002-05-23,2007-11-14,2007-11-14,https://patents.google.com/patent/EP1399022B1/en,
CA-2607473-A1,Herbicidally active phenylsulphonyl-urea ,"Bayer Cropscience Ag, Christian Waldraff, Hansjoerg Dietrich, Oswald Ort, Heinz Kehne, Martin Hills, Thomas Auler, Klaus-Helmut Mueller, Dieter Feucht","Christian Waldraff, Hansjoerg Dietrich, Oswald Ort, Heinz Kehne, Martin Hills, Thomas Auler, Klaus-Helmut Mueller, Dieter Feucht",2005-04-28,2006-04-19,2006-11-02,,https://patents.google.com/patent/CA2607473A1/en,
DE-3216376-A1,Drill for the discharge of seeds and fertilizers ,"Amazonen-Werke H. Dreyer Gmbh & Co Kg, 4507 Hasbergen","Heinz Dr. Dipl.-Ing. 4507 Hasbergen Dreyer, Benno Dipl.-Ing. 4531 Lotte Wiemeyer",1982-05-03,1982-05-03,1983-11-03,,https://patents.google.com/patent/DE3216376A1/en,
ES-2329020-T3,PROCEDURE TO POWER THE IMMUNE FUNCTION IN MAMMALS USING LACTOBACILLUS REUTERI. ,Biogaia Ab,"Ho-Jin Kang, Ik-Boo Kwon, Eamonn Connolly, Bo Mollstam, Dong-Seog Lee",2002-10-18,2002-10-18,2009-11-20,2009-11-20,https://patents.google.com/patent/ES2329020T3/en,
RU-2166500-C2,"Derivatives of 2-[(2-alkoxy-6-trifluoromethylpyrimidine-4-yl)- oxymethylene]- phenylacetic acid, method of their synthesis, agent for control of pests and intermediate compounds ",Басф Акциенгезельшафт,"Кирстген Рейнхард, Обердорф Клаус, Шютц Франц, Теобальд Ханс, Харриес Фолькер",1994-11-17,1995-11-07,2001-05-10,2001-05-10,https://patents.google.com/patent/RU2166500C2/en,https://patentimages.storage.googleapis.com/81/c0/d9/d553d517b40c85/00000017.png
US-4148154-A,Composite horticultural system ,Harry E. Aine,James H. King,1977-09-06,1977-09-06,1979-04-10,1979-04-10,https://patents.google.com/patent/US4148154A/en,https://patentimages.storage.googleapis.com/30/a8/86/da751c40c93b88/US4148154-drawings-page-2.png
US-2005265911-A1,Gas absorption column and a method of chemically treating an acid gas using such a gas absorption column ,Hongqi Yuan,Hongqi Yuan,2004-05-28,2005-05-27,2005-12-01,,https://patents.google.com/patent/US20050265911A1/en,https://patentimages.storage.googleapis.com/a0/a1/73/fdb4f0eba755c1/US20050265911A1-20051201-D00000.png
DE-2148669-B2,Process for the preparation of organosiloxanes ,"Wacker-Chemie Gmbh, 8000 Muenchen","Robert Dipl.-Ing. 8263 Burghausen Leser, Siegfried Dipl.-Chem. Dr.Habil. Nitzsche, Helmut Dipl.-Chem.Dr. 8262 Altoetting Spoerk, Rudolf Dipl.-Chem. Dr. Strasser",1971-09-29,1971-09-29,1975-01-30,,https://patents.google.com/patent/DE2148669B2/en,
DE-1435763-B1,Method and device for the production of a needled product from a fleece of loosely layered fibers ,Fiberwoven Corp,Smith Alexander Martin,1960-05-26,1961-05-26,1971-03-11,,https://patents.google.com/patent/DE1435763B1/en,
JP-S5827770-B2,herbicide ,ヘキスト・アクチエンゲゼルシヤフト,"ゲルハルト・ザルベツク, ゲルハルト・ヘルライン, フーベルト・シヨンオウスキー, ヘルムート・ケツヒエル, ペーテル・ランゲリユツデツケ",1976-02-04,1977-02-03,1983-06-11,,https://patents.google.com/patent/JPS5827770B2/en,
JP-H11510504-A,Plant protection composition containing at least one water-soluble active substance and at least one polyalkoxylated amidoamine ,ロディア  シミ,ギュベルマン，イザベル,1995-08-04,1996-08-02,1999-09-14,,https://patents.google.com/patent/JPH11510504A/en,
ES-2240290-T3,COATING SYSTEM FOR INTERCONECTABLE AND UNPACKABLE SOILS. ,"Premark Rwp Holdings, Inc.",Thomas J. Nelson,2000-09-14,2001-08-17,2005-10-16,2005-10-16,https://patents.google.com/patent/ES2240290T3/en,
US-5622861-A,Recombinant DNA encoding hepatitis A virus receptor ,The United States Of America As Represented By The Department Of Health And Human Services,"Gerardo Kaplan, Stephen M. Feinstone",1994-08-05,1994-08-05,1997-04-22,1997-04-22,https://patents.google.com/patent/US5622861A/en,https://patentimages.storage.googleapis.com/39/a1/51/6b845ca9f736cf/US5622861-drawings-page-2.png
US-4029200-A,Troughed rollers for bulk material handling ,"F.E.I., Inc.",Jan J. Dillon,1975-11-03,1975-11-03,1977-06-14,1977-06-14,https://patents.google.com/patent/US4029200A/en,https://patentimages.storage.googleapis.com/5d/3f/b2/e7429bee56aa46/US4029200-drawings-page-2.png
DE-10319315-A1,Use of an amorphous polyester as a polymer base for chewing agents ,Basf Ag,"Motonori Yamamoto, Helmut Dr. Mach, Margit Dr. Hiller, Hans Peter Dr. Rath",2003-04-29,2003-04-29,2004-11-18,,https://patents.google.com/patent/DE10319315A1/en,
EP-0706518-A1,"Acylated aminophenyl urea compounds, their preparation and their use as herbicides and plant-growth regulators ",Hoechst Schering AgrEvo GmbH,"Gerhard Schnabel, Lothar Willms, Klaus Bauer, Hermann Bieringer",1993-07-02,1994-06-28,1996-04-17,,https://patents.google.com/patent/EP0706518A1/en,
EP-0073574-A1,"Phosphonium salts of N-phosphonomethylglycine, preparation and compositions thereof and the use thereof as herbicides and plant growth regulants ",Stauffer Chemical Company,"George Blackmore Large, Lawrence Lamont Buren",1981-08-24,1982-08-02,1983-03-09,,https://patents.google.com/patent/EP0073574A1/en,
WO-2007029631-A1,Composition for amelioration of body lipid ,"Tsuno Food Industrial Co., Ltd.","Takuo Tsuno, Tetsuya Kariya, Makoto Kakiuchi, Yumi Minami, Atsushi Koyama, Takako Ishimoto",2005-09-05,2006-09-04,2007-03-15,,https://patents.google.com/patent/WO2007029631A1/en,
US-6237282-B1,Trellis system and latch mechanism for use in growing vine plants ,Gary R. Pitts,Gary R. Pitts,1999-03-17,1999-03-17,2001-05-29,2001-05-29,https://patents.google.com/patent/US6237282B1/en,https://patentimages.storage.googleapis.com/58/3f/15/411af5235405e2/US6237282-drawings-page-2.png
EA-009609-B1,Substituted benzoyl derivatives as herbicides ,Байер Кропсайенс Гмбх,"Андреас Фан Альмзик, Лотар Вилльмс, Томас Аулер, Херманн Бирингер, Хуберт Менне",2003-01-09,2003-12-12,2008-02-28,,https://patents.google.com/patent/EA009609B1/en,
EP-0295968-B1,Fertilizers containing microorganisms and method for producing the same ,"Lipha, Lyonnaise Industrielle Pharmaceutique","Jacques Fages, Jacques Rigal, Daniel Mullard",1987-02-27,1988-02-25,1994-05-04,1994-05-04,https://patents.google.com/patent/EP0295968B1/en,
WO-8402930-A1,Refractory hard metal containing tiles for aluminum cell cathodes ,Martin Marietta Corp,"William Mark Buchta, Dennis Charles Nagle",1983-01-28,1983-12-27,1984-08-02,,https://patents.google.com/patent/WO1984002930A1/en,
NZ-550527-A,Selecting Lactobacillus that increase IL-10 and decrease TGF-beta-2 in breast milk ,Biogaia Ab,"Bengt Bjorksten, Bo Mollstam, Elisabeth Sjoberg",2004-06-03,2005-05-30,2009-11-27,,https://patents.google.com/patent/NZ550527A/en,
DD-160271-A5,HERBICIDE MEDIUM ,May & Baker Ltd,"Leslie R Hatton, Edgar W Parnell, David A Roberts",1980-02-26,1981-02-26,1983-05-25,,https://patents.google.com/patent/DD160271A5/en,
CA-2425071-A1,Allergen neutralization compositions ,"The Procter & Gamble Company, Abul Khaer Mohamad Quamrul Hasan, Mark Hsiang-Kuen Mao, Ryoko Kobayashi","Abul Khaer Mohamad Quamrul Hasan, Mark Hsiang-Kuen Mao, Ryoko Kobayashi",2000-09-29,2000-09-29,2002-04-11,,https://patents.google.com/patent/CA2425071A1/en,
DE-4443349-A1,Electrical connector ,Delphi Automotive Systems Gmbh,"Peter Schekalla, Roman Dipl Ing Seutschniker",1994-12-06,1994-12-06,1996-06-13,,https://patents.google.com/patent/DE4443349A1/en,
DE-4445414-A1,Connecting piece for vehicle screen washing device ,Teves Gmbh Alfred,"Reinhard Edele, Oldrich Krizek, Eckhardt Schmid",1994-12-20,1994-12-20,1996-06-27,,https://patents.google.com/patent/DE4445414A1/en,
WO-8910466-A1,Shuffling quadrishoe tunnel boring machine ,Fikse Tyman H,Tyman H. Fikse,1988-04-18,1989-04-17,1989-11-02,,https://patents.google.com/patent/WO1989010466A1/en,
US-4231189-A,Plant growing assembly ,Mordecai Hochberg,Mordecai Hochberg,1977-10-27,1978-10-02,1980-11-04,1980-11-04,https://patents.google.com/patent/US4231189A/en,https://patentimages.storage.googleapis.com/b3/ae/a3/d952984137ac8c/US4231189-drawings-page-2.png
JP-H05194492-A,"Salts of pyridylsulfonylurea compounds as herbicides or plant growth retardants, their production and method of using them ","Hoechst Ag, ヘキスト・アクチェンゲゼルシャフト","Heinz Kehne, ハインツ・ケーネ, Klaus Dr Haaf, クラウス・ハーフ, Klaus Bauer, クラウス・バウエル, Hermann Dr Bieringer, ヘルマン・ビーリンゲル",1991-07-05,1992-07-03,1993-08-03,,https://patents.google.com/patent/JPH05194492A/en,
CN-1167393-C,Punching pliers device for punching skin protection sheet of ostomy bag ,斯韦恩·雅各布·安德森,"˹Τ�����Ÿ���������ɭ, 斯韦恩·雅各布·安德森",1999-03-04,2000-03-02,2004-09-22,2004-09-22,https://patents.google.com/patent/CN1167393C/en,https://patentimages.storage.googleapis.com/5f/68/9b/09d115ed589920/C0080453800111.png
US-4059435-A,Herbicidal 4-trifluoromethyl-3-cyanoalkoxy-4-nitro diphenyl ethers ,Rohm And Haas Company,Wayne O. Johnson,1976-08-31,1976-08-31,1977-11-22,1977-11-22,https://patents.google.com/patent/US4059435A/en,
